name,period,title,description,id,value,datetime_insights_pulled
comments,lifetime,Comments,The number of comments on your reel.,18013117540740395,1,2025-03-14 11:38:23
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18013117540740395,6742,2025-03-14 11:38:23
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18013117540740395,6681961,2025-03-14 11:38:23
likes,lifetime,Likes,The number of likes on your reel.,18013117540740395,63,2025-03-14 11:38:23
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18013117540740395,931,2025-03-14 11:38:23
saved,lifetime,Saved,The number of saves of your reel.,18013117540740395,3,2025-03-14 11:38:23
shares,lifetime,Shares,The number of shares of your reel.,18013117540740395,1,2025-03-14 11:38:23
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18013117540740395,68,2025-03-14 11:38:23
views,lifetime,Views,The number of times your reels was played or displayed,18013117540740395,1752,2025-03-14 11:38:23
comments,lifetime,Comments,The number of comments on your post.,18015672733855145,17,2025-03-14 11:38:24
follows,lifetime,Follows,This is how many accounts started following you.,18015672733855145,33,2025-03-14 11:38:24
likes,lifetime,Likes,The number of likes on your post.,18015672733855145,509,2025-03-14 11:38:24
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18015672733855145,1,2025-03-14 11:38:24
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18015672733855145,295,2025-03-14 11:38:24
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18015672733855145,7921,2025-03-14 11:38:24
saved,lifetime,Saved,The number of saves of your post.,18015672733855145,47,2025-03-14 11:38:24
shares,lifetime,Shares,The number of shares of your post.,18015672733855145,15,2025-03-14 11:38:24
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18015672733855145,588,2025-03-14 11:38:24
views,lifetime,Views,The number of times your post was played or displayed.,18015672733855145,0,2025-03-14 11:38:24
comments,lifetime,Comments,The number of comments on your reel.,17973978623547525,0,2025-03-14 11:38:24
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,17973978623547525,6113,2025-03-14 11:38:24
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,17973978623547525,11396458,2025-03-14 11:38:24
likes,lifetime,Likes,The number of likes on your reel.,17973978623547525,108,2025-03-14 11:38:24
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",17973978623547525,1765,2025-03-14 11:38:24
saved,lifetime,Saved,The number of saves of your reel.,17973978623547525,5,2025-03-14 11:38:24
shares,lifetime,Shares,The number of shares of your reel.,17973978623547525,1,2025-03-14 11:38:24
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",17973978623547525,114,2025-03-14 11:38:24
views,lifetime,Views,The number of times your reels was played or displayed,17973978623547525,2833,2025-03-14 11:38:24
comments,lifetime,Comments,The number of comments on your post.,18010918453898102,8,2025-03-14 11:38:25
follows,lifetime,Follows,This is how many accounts started following you.,18010918453898102,3,2025-03-14 11:38:25
likes,lifetime,Likes,The number of likes on your post.,18010918453898102,150,2025-03-14 11:38:25
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18010918453898102,0,2025-03-14 11:38:25
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18010918453898102,73,2025-03-14 11:38:25
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18010918453898102,2395,2025-03-14 11:38:25
saved,lifetime,Saved,The number of saves of your post.,18010918453898102,13,2025-03-14 11:38:25
shares,lifetime,Shares,The number of shares of your post.,18010918453898102,4,2025-03-14 11:38:25
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18010918453898102,175,2025-03-14 11:38:25
views,lifetime,Views,The number of times your post was played or displayed.,18010918453898102,0,2025-03-14 11:38:25
comments,lifetime,Comments,The number of comments on your post.,18012587584766919,8,2025-03-14 11:38:25
follows,lifetime,Follows,This is how many accounts started following you.,18012587584766919,4,2025-03-14 11:38:25
likes,lifetime,Likes,The number of likes on your post.,18012587584766919,132,2025-03-14 11:38:25
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18012587584766919,0,2025-03-14 11:38:25
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18012587584766919,39,2025-03-14 11:38:25
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18012587584766919,2408,2025-03-14 11:38:25
saved,lifetime,Saved,The number of saves of your post.,18012587584766919,12,2025-03-14 11:38:25
shares,lifetime,Shares,The number of shares of your post.,18012587584766919,6,2025-03-14 11:38:25
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18012587584766919,158,2025-03-14 11:38:25
views,lifetime,Views,The number of times your post was played or displayed.,18012587584766919,0,2025-03-14 11:38:25
comments,lifetime,Comments,The number of comments on your post.,18001730491938895,3,2025-03-14 11:38:25
follows,lifetime,Follows,This is how many accounts started following you.,18001730491938895,10,2025-03-14 11:38:25
likes,lifetime,Likes,The number of likes on your post.,18001730491938895,148,2025-03-14 11:38:25
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18001730491938895,0,2025-03-14 11:38:25
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18001730491938895,135,2025-03-14 11:38:25
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18001730491938895,3081,2025-03-14 11:38:25
saved,lifetime,Saved,The number of saves of your post.,18001730491938895,8,2025-03-14 11:38:25
shares,lifetime,Shares,The number of shares of your post.,18001730491938895,4,2025-03-14 11:38:25
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18001730491938895,163,2025-03-14 11:38:25
views,lifetime,Views,The number of times your post was played or displayed.,18001730491938895,0,2025-03-14 11:38:25
comments,lifetime,Comments,The number of comments on your post.,18012680083762142,16,2025-03-14 11:38:26
follows,lifetime,Follows,This is how many accounts started following you.,18012680083762142,4,2025-03-14 11:38:26
likes,lifetime,Likes,The number of likes on your post.,18012680083762142,209,2025-03-14 11:38:26
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18012680083762142,0,2025-03-14 11:38:26
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18012680083762142,62,2025-03-14 11:38:26
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18012680083762142,2580,2025-03-14 11:38:26
saved,lifetime,Saved,The number of saves of your post.,18012680083762142,20,2025-03-14 11:38:26
shares,lifetime,Shares,The number of shares of your post.,18012680083762142,11,2025-03-14 11:38:26
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18012680083762142,256,2025-03-14 11:38:26
views,lifetime,Views,The number of times your post was played or displayed.,18012680083762142,0,2025-03-14 11:38:26
comments,lifetime,Comments,The number of comments on your reel.,18007565923978864,7,2025-03-14 11:38:26
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18007565923978864,8103,2025-03-14 11:38:26
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18007565923978864,8240928,2025-03-14 11:38:26
likes,lifetime,Likes,The number of likes on your reel.,18007565923978864,65,2025-03-14 11:38:26
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18007565923978864,993,2025-03-14 11:38:26
saved,lifetime,Saved,The number of saves of your reel.,18007565923978864,2,2025-03-14 11:38:26
shares,lifetime,Shares,The number of shares of your reel.,18007565923978864,1,2025-03-14 11:38:26
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18007565923978864,75,2025-03-14 11:38:26
views,lifetime,Views,The number of times your reels was played or displayed,18007565923978864,1612,2025-03-14 11:38:26
comments,lifetime,Comments,The number of comments on your post.,17892237257911692,20,2025-03-14 11:38:26
follows,lifetime,Follows,This is how many accounts started following you.,17892237257911692,1,2025-03-14 11:38:26
likes,lifetime,Likes,The number of likes on your post.,17892237257911692,116,2025-03-14 11:38:26
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17892237257911692,0,2025-03-14 11:38:26
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17892237257911692,13,2025-03-14 11:38:26
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17892237257911692,2077,2025-03-14 11:38:26
saved,lifetime,Saved,The number of saves of your post.,17892237257911692,4,2025-03-14 11:38:26
shares,lifetime,Shares,The number of shares of your post.,17892237257911692,3,2025-03-14 11:38:26
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17892237257911692,143,2025-03-14 11:38:26
views,lifetime,Views,The number of times your post was played or displayed.,17892237257911692,0,2025-03-14 11:38:26
comments,lifetime,Comments,The number of comments on your post.,18392786110056749,8,2025-03-14 11:38:27
follows,lifetime,Follows,This is how many accounts started following you.,18392786110056749,12,2025-03-14 11:38:27
likes,lifetime,Likes,The number of likes on your post.,18392786110056749,325,2025-03-14 11:38:27
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18392786110056749,0,2025-03-14 11:38:27
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18392786110056749,267,2025-03-14 11:38:27
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18392786110056749,5169,2025-03-14 11:38:27
saved,lifetime,Saved,The number of saves of your post.,18392786110056749,31,2025-03-14 11:38:27
shares,lifetime,Shares,The number of shares of your post.,18392786110056749,4,2025-03-14 11:38:27
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18392786110056749,368,2025-03-14 11:38:27
views,lifetime,Views,The number of times your post was played or displayed.,18392786110056749,0,2025-03-14 11:38:27
comments,lifetime,Comments,The number of comments on your post.,17997066500193277,5,2025-03-14 11:38:27
follows,lifetime,Follows,This is how many accounts started following you.,17997066500193277,1,2025-03-14 11:38:27
likes,lifetime,Likes,The number of likes on your post.,17997066500193277,111,2025-03-14 11:38:27
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17997066500193277,0,2025-03-14 11:38:27
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17997066500193277,15,2025-03-14 11:38:27
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17997066500193277,2138,2025-03-14 11:38:27
saved,lifetime,Saved,The number of saves of your post.,17997066500193277,5,2025-03-14 11:38:27
shares,lifetime,Shares,The number of shares of your post.,17997066500193277,4,2025-03-14 11:38:27
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17997066500193277,125,2025-03-14 11:38:27
views,lifetime,Views,The number of times your post was played or displayed.,17997066500193277,0,2025-03-14 11:38:27
comments,lifetime,Comments,The number of comments on your post.,17863392749980737,7,2025-03-14 11:38:27
follows,lifetime,Follows,This is how many accounts started following you.,17863392749980737,4,2025-03-14 11:38:27
likes,lifetime,Likes,The number of likes on your post.,17863392749980737,114,2025-03-14 11:38:27
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17863392749980737,0,2025-03-14 11:38:27
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17863392749980737,43,2025-03-14 11:38:27
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17863392749980737,2291,2025-03-14 11:38:27
saved,lifetime,Saved,The number of saves of your post.,17863392749980737,4,2025-03-14 11:38:27
shares,lifetime,Shares,The number of shares of your post.,17863392749980737,1,2025-03-14 11:38:27
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17863392749980737,126,2025-03-14 11:38:27
views,lifetime,Views,The number of times your post was played or displayed.,17863392749980737,0,2025-03-14 11:38:27
comments,lifetime,Comments,The number of comments on your post.,18001235957147332,19,2025-03-14 11:38:28
follows,lifetime,Follows,This is how many accounts started following you.,18001235957147332,16,2025-03-14 11:38:28
likes,lifetime,Likes,The number of likes on your post.,18001235957147332,224,2025-03-14 11:38:28
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18001235957147332,0,2025-03-14 11:38:28
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18001235957147332,125,2025-03-14 11:38:28
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18001235957147332,3319,2025-03-14 11:38:28
saved,lifetime,Saved,The number of saves of your post.,18001235957147332,7,2025-03-14 11:38:28
shares,lifetime,Shares,The number of shares of your post.,18001235957147332,10,2025-03-14 11:38:28
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18001235957147332,260,2025-03-14 11:38:28
views,lifetime,Views,The number of times your post was played or displayed.,18001235957147332,0,2025-03-14 11:38:28
comments,lifetime,Comments,The number of comments on your post.,17975471897396019,12,2025-03-14 11:38:28
follows,lifetime,Follows,This is how many accounts started following you.,17975471897396019,17,2025-03-14 11:38:28
likes,lifetime,Likes,The number of likes on your post.,17975471897396019,319,2025-03-14 11:38:28
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17975471897396019,0,2025-03-14 11:38:28
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17975471897396019,207,2025-03-14 11:38:28
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17975471897396019,3867,2025-03-14 11:38:28
saved,lifetime,Saved,The number of saves of your post.,17975471897396019,20,2025-03-14 11:38:28
shares,lifetime,Shares,The number of shares of your post.,17975471897396019,5,2025-03-14 11:38:28
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17975471897396019,356,2025-03-14 11:38:28
views,lifetime,Views,The number of times your post was played or displayed.,17975471897396019,0,2025-03-14 11:38:28
comments,lifetime,Comments,The number of comments on your reel.,17997307316270000,2,2025-03-14 11:38:28
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,17997307316270000,7029,2025-03-14 11:38:28
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,17997307316270000,8596605,2025-03-14 11:38:28
likes,lifetime,Likes,The number of likes on your reel.,17997307316270000,92,2025-03-14 11:38:28
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",17997307316270000,1202,2025-03-14 11:38:28
saved,lifetime,Saved,The number of saves of your reel.,17997307316270000,1,2025-03-14 11:38:28
shares,lifetime,Shares,The number of shares of your reel.,17997307316270000,5,2025-03-14 11:38:28
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",17997307316270000,100,2025-03-14 11:38:28
views,lifetime,Views,The number of times your reels was played or displayed,17997307316270000,1923,2025-03-14 11:38:28
comments,lifetime,Comments,The number of comments on your post.,17927228612688611,31,2025-03-14 11:38:29
follows,lifetime,Follows,This is how many accounts started following you.,17927228612688611,82,2025-03-14 11:38:29
likes,lifetime,Likes,The number of likes on your post.,17927228612688611,1312,2025-03-14 11:38:29
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17927228612688611,0,2025-03-14 11:38:29
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17927228612688611,821,2025-03-14 11:38:29
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17927228612688611,15097,2025-03-14 11:38:29
saved,lifetime,Saved,The number of saves of your post.,17927228612688611,119,2025-03-14 11:38:29
shares,lifetime,Shares,The number of shares of your post.,17927228612688611,49,2025-03-14 11:38:29
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17927228612688611,1511,2025-03-14 11:38:29
views,lifetime,Views,The number of times your post was played or displayed.,17927228612688611,0,2025-03-14 11:38:29
comments,lifetime,Comments,The number of comments on your post.,17862256740023131,1,2025-03-14 11:38:29
follows,lifetime,Follows,This is how many accounts started following you.,17862256740023131,9,2025-03-14 11:38:29
likes,lifetime,Likes,The number of likes on your post.,17862256740023131,331,2025-03-14 11:38:29
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17862256740023131,0,2025-03-14 11:38:29
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17862256740023131,110,2025-03-14 11:38:29
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17862256740023131,6544,2025-03-14 11:38:29
saved,lifetime,Saved,The number of saves of your post.,17862256740023131,24,2025-03-14 11:38:29
shares,lifetime,Shares,The number of shares of your post.,17862256740023131,10,2025-03-14 11:38:29
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17862256740023131,366,2025-03-14 11:38:29
views,lifetime,Views,The number of times your post was played or displayed.,17862256740023131,0,2025-03-14 11:38:29
comments,lifetime,Comments,The number of comments on your post.,18043223878539911,5,2025-03-14 11:38:30
follows,lifetime,Follows,This is how many accounts started following you.,18043223878539911,6,2025-03-14 11:38:30
likes,lifetime,Likes,The number of likes on your post.,18043223878539911,215,2025-03-14 11:38:30
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18043223878539911,0,2025-03-14 11:38:30
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18043223878539911,77,2025-03-14 11:38:30
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18043223878539911,3745,2025-03-14 11:38:30
saved,lifetime,Saved,The number of saves of your post.,18043223878539911,13,2025-03-14 11:38:30
shares,lifetime,Shares,The number of shares of your post.,18043223878539911,4,2025-03-14 11:38:30
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18043223878539911,237,2025-03-14 11:38:30
views,lifetime,Views,The number of times your post was played or displayed.,18043223878539911,0,2025-03-14 11:38:30
comments,lifetime,Comments,The number of comments on your post.,18048942469507171,9,2025-03-14 11:38:30
follows,lifetime,Follows,This is how many accounts started following you.,18048942469507171,7,2025-03-14 11:38:30
likes,lifetime,Likes,The number of likes on your post.,18048942469507171,237,2025-03-14 11:38:30
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18048942469507171,0,2025-03-14 11:38:30
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18048942469507171,139,2025-03-14 11:38:30
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18048942469507171,3324,2025-03-14 11:38:30
saved,lifetime,Saved,The number of saves of your post.,18048942469507171,10,2025-03-14 11:38:30
shares,lifetime,Shares,The number of shares of your post.,18048942469507171,7,2025-03-14 11:38:30
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18048942469507171,263,2025-03-14 11:38:30
views,lifetime,Views,The number of times your post was played or displayed.,18048942469507171,0,2025-03-14 11:38:30
comments,lifetime,Comments,The number of comments on your post.,17974281443430416,5,2025-03-14 11:38:30
follows,lifetime,Follows,This is how many accounts started following you.,17974281443430416,13,2025-03-14 11:38:30
likes,lifetime,Likes,The number of likes on your post.,17974281443430416,301,2025-03-14 11:38:30
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17974281443430416,0,2025-03-14 11:38:30
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17974281443430416,126,2025-03-14 11:38:30
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17974281443430416,4097,2025-03-14 11:38:30
saved,lifetime,Saved,The number of saves of your post.,17974281443430416,22,2025-03-14 11:38:30
shares,lifetime,Shares,The number of shares of your post.,17974281443430416,8,2025-03-14 11:38:30
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17974281443430416,336,2025-03-14 11:38:30
views,lifetime,Views,The number of times your post was played or displayed.,17974281443430416,0,2025-03-14 11:38:30
comments,lifetime,Comments,The number of comments on your post.,18241946158171519,7,2025-03-14 11:38:31
follows,lifetime,Follows,This is how many accounts started following you.,18241946158171519,34,2025-03-14 11:38:31
likes,lifetime,Likes,The number of likes on your post.,18241946158171519,721,2025-03-14 11:38:31
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18241946158171519,1,2025-03-14 11:38:31
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18241946158171519,550,2025-03-14 11:38:31
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18241946158171519,10266,2025-03-14 11:38:31
saved,lifetime,Saved,The number of saves of your post.,18241946158171519,64,2025-03-14 11:38:31
shares,lifetime,Shares,The number of shares of your post.,18241946158171519,17,2025-03-14 11:38:31
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18241946158171519,809,2025-03-14 11:38:31
views,lifetime,Views,The number of times your post was played or displayed.,18241946158171519,0,2025-03-14 11:38:31
comments,lifetime,Comments,The number of comments on your reel.,17911489316834724,5,2025-03-14 11:38:32
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,17911489316834724,12992,2025-03-14 11:38:32
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,17911489316834724,53361620,2025-03-14 11:38:32
likes,lifetime,Likes,The number of likes on your reel.,17911489316834724,259,2025-03-14 11:38:32
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",17911489316834724,4357,2025-03-14 11:38:32
saved,lifetime,Saved,The number of saves of your reel.,17911489316834724,11,2025-03-14 11:38:32
shares,lifetime,Shares,The number of shares of your reel.,17911489316834724,2,2025-03-14 11:38:32
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",17911489316834724,277,2025-03-14 11:38:32
views,lifetime,Views,The number of times your reels was played or displayed,17911489316834724,5289,2025-03-14 11:38:32
comments,lifetime,Comments,The number of comments on your post.,18014650463118479,3,2025-03-14 11:38:32
follows,lifetime,Follows,This is how many accounts started following you.,18014650463118479,3,2025-03-14 11:38:32
likes,lifetime,Likes,The number of likes on your post.,18014650463118479,130,2025-03-14 11:38:32
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18014650463118479,0,2025-03-14 11:38:32
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18014650463118479,50,2025-03-14 11:38:32
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18014650463118479,2158,2025-03-14 11:38:32
saved,lifetime,Saved,The number of saves of your post.,18014650463118479,5,2025-03-14 11:38:32
shares,lifetime,Shares,The number of shares of your post.,18014650463118479,2,2025-03-14 11:38:32
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18014650463118479,140,2025-03-14 11:38:32
views,lifetime,Views,The number of times your post was played or displayed.,18014650463118479,0,2025-03-14 11:38:32
comments,lifetime,Comments,The number of comments on your post.,17899537082939782,3,2025-03-14 11:38:33
follows,lifetime,Follows,This is how many accounts started following you.,17899537082939782,3,2025-03-14 11:38:33
likes,lifetime,Likes,The number of likes on your post.,17899537082939782,100,2025-03-14 11:38:33
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17899537082939782,0,2025-03-14 11:38:33
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17899537082939782,46,2025-03-14 11:38:33
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17899537082939782,1905,2025-03-14 11:38:33
