name,period,title,description,id,value,datetime_insights_pulled
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18467246761015486,9936,2025-03-14 11:38:52
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18467246761015486,241683,2025-03-14 11:38:52
saved,lifetime,Saved,The number of saves of your post.,18467246761015486,1111,2025-03-14 11:38:52
shares,lifetime,Shares,The number of shares of your post.,18467246761015486,387,2025-03-14 11:38:52
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18467246761015486,10637,2025-03-14 11:38:52
views,lifetime,Views,The number of times your post was played or displayed.,18467246761015486,257569,2025-03-14 11:38:52
comments,lifetime,Comments,The number of comments on your reel.,18010603547694850,4,2025-03-14 11:38:53
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18010603547694850,5274,2025-03-14 11:38:53
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18010603547694850,8777535,2025-03-14 11:38:53
likes,lifetime,Likes,The number of likes on your reel.,18010603547694850,129,2025-03-14 11:38:53
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18010603547694850,1632,2025-03-14 11:38:53
saved,lifetime,Saved,The number of saves of your reel.,18010603547694850,10,2025-03-14 11:38:53
shares,lifetime,Shares,The number of shares of your reel.,18010603547694850,3,2025-03-14 11:38:53
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18010603547694850,146,2025-03-14 11:38:53
views,lifetime,Views,The number of times your reels was played or displayed,18010603547694850,2516,2025-03-14 11:38:53
comments,lifetime,Comments,The number of comments on your post.,18389106109102747,1,2025-03-14 11:38:53
follows,lifetime,Follows,This is how many accounts started following you.,18389106109102747,7,2025-03-14 11:38:53
likes,lifetime,Likes,The number of likes on your post.,18389106109102747,221,2025-03-14 11:38:53
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18389106109102747,0,2025-03-14 11:38:53
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18389106109102747,61,2025-03-14 11:38:53
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18389106109102747,1923,2025-03-14 11:38:53
saved,lifetime,Saved,The number of saves of your post.,18389106109102747,11,2025-03-14 11:38:53
shares,lifetime,Shares,The number of shares of your post.,18389106109102747,9,2025-03-14 11:38:53
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18389106109102747,242,2025-03-14 11:38:53
views,lifetime,Views,The number of times your post was played or displayed.,18389106109102747,2382,2025-03-14 11:38:53
comments,lifetime,Comments,The number of comments on your post.,18042083333196296,3,2025-03-14 11:38:54
follows,lifetime,Follows,This is how many accounts started following you.,18042083333196296,4,2025-03-14 11:38:54
likes,lifetime,Likes,The number of likes on your post.,18042083333196296,165,2025-03-14 11:38:54
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18042083333196296,0,2025-03-14 11:38:54
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18042083333196296,77,2025-03-14 11:38:54
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18042083333196296,1505,2025-03-14 11:38:54
saved,lifetime,Saved,The number of saves of your post.,18042083333196296,9,2025-03-14 11:38:54
shares,lifetime,Shares,The number of shares of your post.,18042083333196296,2,2025-03-14 11:38:54
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18042083333196296,179,2025-03-14 11:38:54
views,lifetime,Views,The number of times your post was played or displayed.,18042083333196296,1953,2025-03-14 11:38:54
comments,lifetime,Comments,The number of comments on your post.,18261929770248946,31,2025-03-14 11:38:54
follows,lifetime,Follows,This is how many accounts started following you.,18261929770248946,5,2025-03-14 11:38:54
likes,lifetime,Likes,The number of likes on your post.,18261929770248946,365,2025-03-14 11:38:54
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18261929770248946,1,2025-03-14 11:38:54
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18261929770248946,91,2025-03-14 11:38:54
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18261929770248946,1749,2025-03-14 11:38:54
saved,lifetime,Saved,The number of saves of your post.,18261929770248946,11,2025-03-14 11:38:54
shares,lifetime,Shares,The number of shares of your post.,18261929770248946,6,2025-03-14 11:38:54
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18261929770248946,413,2025-03-14 11:38:54
views,lifetime,Views,The number of times your post was played or displayed.,18261929770248946,2551,2025-03-14 11:38:54
comments,lifetime,Comments,The number of comments on your post.,18313891447161300,3,2025-03-14 11:38:55
follows,lifetime,Follows,This is how many accounts started following you.,18313891447161300,4,2025-03-14 11:38:55
likes,lifetime,Likes,The number of likes on your post.,18313891447161300,464,2025-03-14 11:38:55
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18313891447161300,3,2025-03-14 11:38:55
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18313891447161300,120,2025-03-14 11:38:55
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18313891447161300,4734,2025-03-14 11:38:55
saved,lifetime,Saved,The number of saves of your post.,18313891447161300,29,2025-03-14 11:38:55
shares,lifetime,Shares,The number of shares of your post.,18313891447161300,4,2025-03-14 11:38:55
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18313891447161300,500,2025-03-14 11:38:55
views,lifetime,Views,The number of times your post was played or displayed.,18313891447161300,5582,2025-03-14 11:38:55
comments,lifetime,Comments,The number of comments on your post.,18037593158090662,4,2025-03-14 11:38:55
follows,lifetime,Follows,This is how many accounts started following you.,18037593158090662,6,2025-03-14 11:38:55
likes,lifetime,Likes,The number of likes on your post.,18037593158090662,274,2025-03-14 11:38:55
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18037593158090662,1,2025-03-14 11:38:55
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18037593158090662,121,2025-03-14 11:38:55
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18037593158090662,1770,2025-03-14 11:38:55
saved,lifetime,Saved,The number of saves of your post.,18037593158090662,11,2025-03-14 11:38:55
shares,lifetime,Shares,The number of shares of your post.,18037593158090662,6,2025-03-14 11:38:55
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18037593158090662,295,2025-03-14 11:38:55
views,lifetime,Views,The number of times your post was played or displayed.,18037593158090662,2203,2025-03-14 11:38:55
comments,lifetime,Comments,The number of comments on your post.,18455079163071908,10,2025-03-14 11:38:55
follows,lifetime,Follows,This is how many accounts started following you.,18455079163071908,14,2025-03-14 11:38:55
likes,lifetime,Likes,The number of likes on your post.,18455079163071908,319,2025-03-14 11:38:55
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18455079163071908,0,2025-03-14 11:38:55
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18455079163071908,121,2025-03-14 11:38:55
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18455079163071908,2815,2025-03-14 11:38:55
saved,lifetime,Saved,The number of saves of your post.,18455079163071908,13,2025-03-14 11:38:55
shares,lifetime,Shares,The number of shares of your post.,18455079163071908,14,2025-03-14 11:38:55
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18455079163071908,356,2025-03-14 11:38:55
views,lifetime,Views,The number of times your post was played or displayed.,18455079163071908,3408,2025-03-14 11:38:55
comments,lifetime,Comments,The number of comments on your post.,18047870951494505,8,2025-03-14 11:38:56
follows,lifetime,Follows,This is how many accounts started following you.,18047870951494505,12,2025-03-14 11:38:56
likes,lifetime,Likes,The number of likes on your post.,18047870951494505,316,2025-03-14 11:38:56
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18047870951494505,2,2025-03-14 11:38:56
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18047870951494505,149,2025-03-14 11:38:56
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18047870951494505,2344,2025-03-14 11:38:56
saved,lifetime,Saved,The number of saves of your post.,18047870951494505,13,2025-03-14 11:38:56
shares,lifetime,Shares,The number of shares of your post.,18047870951494505,3,2025-03-14 11:38:56
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18047870951494505,340,2025-03-14 11:38:56
views,lifetime,Views,The number of times your post was played or displayed.,18047870951494505,2807,2025-03-14 11:38:56
comments,lifetime,Comments,The number of comments on your post.,18078937681503767,4,2025-03-14 11:38:56
follows,lifetime,Follows,This is how many accounts started following you.,18078937681503767,10,2025-03-14 11:38:56
likes,lifetime,Likes,The number of likes on your post.,18078937681503767,435,2025-03-14 11:38:56
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18078937681503767,0,2025-03-14 11:38:56
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18078937681503767,175,2025-03-14 11:38:56
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18078937681503767,4082,2025-03-14 11:38:56
saved,lifetime,Saved,The number of saves of your post.,18078937681503767,29,2025-03-14 11:38:56
shares,lifetime,Shares,The number of shares of your post.,18078937681503767,14,2025-03-14 11:38:56
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18078937681503767,482,2025-03-14 11:38:56
views,lifetime,Views,The number of times your post was played or displayed.,18078937681503767,4868,2025-03-14 11:38:56
comments,lifetime,Comments,The number of comments on your post.,18038272145224923,25,2025-03-14 11:38:56
follows,lifetime,Follows,This is how many accounts started following you.,18038272145224923,13,2025-03-14 11:38:56
likes,lifetime,Likes,The number of likes on your post.,18038272145224923,575,2025-03-14 11:38:56
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18038272145224923,2,2025-03-14 11:38:56
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18038272145224923,187,2025-03-14 11:38:56
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18038272145224923,5703,2025-03-14 11:38:56
saved,lifetime,Saved,The number of saves of your post.,18038272145224923,37,2025-03-14 11:38:56
shares,lifetime,Shares,The number of shares of your post.,18038272145224923,13,2025-03-14 11:38:56
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18038272145224923,650,2025-03-14 11:38:56
views,lifetime,Views,The number of times your post was played or displayed.,18038272145224923,6860,2025-03-14 11:38:56
comments,lifetime,Comments,The number of comments on your post.,18061306096824741,7,2025-03-14 11:38:57
follows,lifetime,Follows,This is how many accounts started following you.,18061306096824741,0,2025-03-14 11:38:57
likes,lifetime,Likes,The number of likes on your post.,18061306096824741,55,2025-03-14 11:38:57
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18061306096824741,0,2025-03-14 11:38:57
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18061306096824741,3,2025-03-14 11:38:57
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18061306096824741,322,2025-03-14 11:38:57
saved,lifetime,Saved,The number of saves of your post.,18061306096824741,0,2025-03-14 11:38:57
shares,lifetime,Shares,The number of shares of your post.,18061306096824741,3,2025-03-14 11:38:57
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18061306096824741,65,2025-03-14 11:38:57
views,lifetime,Views,The number of times your post was played or displayed.,18061306096824741,472,2025-03-14 11:38:57
comments,lifetime,Comments,The number of comments on your post.,18322418398164950,1,2025-03-14 11:38:57
follows,lifetime,Follows,This is how many accounts started following you.,18322418398164950,0,2025-03-14 11:38:57
likes,lifetime,Likes,The number of likes on your post.,18322418398164950,33,2025-03-14 11:38:57
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18322418398164950,0,2025-03-14 11:38:57
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18322418398164950,3,2025-03-14 11:38:57
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18322418398164950,185,2025-03-14 11:38:57
saved,lifetime,Saved,The number of saves of your post.,18322418398164950,0,2025-03-14 11:38:57
shares,lifetime,Shares,The number of shares of your post.,18322418398164950,3,2025-03-14 11:38:57
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18322418398164950,37,2025-03-14 11:38:57
views,lifetime,Views,The number of times your post was played or displayed.,18322418398164950,252,2025-03-14 11:38:57
comments,lifetime,Comments,The number of comments on your post.,17996997887608840,1,2025-03-14 11:38:58
follows,lifetime,Follows,This is how many accounts started following you.,17996997887608840,0,2025-03-14 11:38:58
likes,lifetime,Likes,The number of likes on your post.,17996997887608840,21,2025-03-14 11:38:58
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17996997887608840,0,2025-03-14 11:38:58
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17996997887608840,6,2025-03-14 11:38:58
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17996997887608840,128,2025-03-14 11:38:58
saved,lifetime,Saved,The number of saves of your post.,17996997887608840,0,2025-03-14 11:38:58
shares,lifetime,Shares,The number of shares of your post.,17996997887608840,1,2025-03-14 11:38:58
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17996997887608840,23,2025-03-14 11:38:58
views,lifetime,Views,The number of times your post was played or displayed.,17996997887608840,202,2025-03-14 11:38:58
comments,lifetime,Comments,The number of comments on your post.,18102529600447172,12,2025-03-14 11:38:58
follows,lifetime,Follows,This is how many accounts started following you.,18102529600447172,1,2025-03-14 11:38:58
likes,lifetime,Likes,The number of likes on your post.,18102529600447172,69,2025-03-14 11:38:58
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18102529600447172,0,2025-03-14 11:38:58
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18102529600447172,8,2025-03-14 11:38:58
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18102529600447172,359,2025-03-14 11:38:58
saved,lifetime,Saved,The number of saves of your post.,18102529600447172,3,2025-03-14 11:38:58
shares,lifetime,Shares,The number of shares of your post.,18102529600447172,1,2025-03-14 11:38:58
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18102529600447172,85,2025-03-14 11:38:58
views,lifetime,Views,The number of times your post was played or displayed.,18102529600447172,495,2025-03-14 11:38:58
comments,lifetime,Comments,The number of comments on your reel.,18033082448306217,7,2025-03-14 11:38:58
ig_reels_avg_watch_time,lifetime,Reels Average Watch Time (milliseconds),This body communicates the definition for reels average watch time,18033082448306217,9090,2025-03-14 11:38:58
ig_reels_video_view_total_time,lifetime,Video View Total Time (milliseconds),This body communicates the definition for reels video view watch time,18033082448306217,20236105,2025-03-14 11:38:58
likes,lifetime,Likes,The number of likes on your reel.,18033082448306217,181,2025-03-14 11:38:58
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this reel, at least once. Reach is different from impressions, which may include multiple views of your reel by the same accounts. This metric is estimated.",18033082448306217,2190,2025-03-14 11:38:58
saved,lifetime,Saved,The number of saves of your reel.,18033082448306217,3,2025-03-14 11:38:58
shares,lifetime,Shares,The number of shares of your reel.,18033082448306217,6,2025-03-14 11:38:58
total_interactions,lifetime,Reels interactions,"The number of likes, saves, comments and shares on your reels minus the number of unlikes, unsaves and deleted comments.",18033082448306217,197,2025-03-14 11:38:58
views,lifetime,Views,The number of times your reels was played or displayed,18033082448306217,3102,2025-03-14 11:38:58
comments,lifetime,Comments,The number of comments on your post.,17958614912798940,10,2025-03-14 11:38:59
follows,lifetime,Follows,This is how many accounts started following you.,17958614912798940,2,2025-03-14 11:38:59
likes,lifetime,Likes,The number of likes on your post.,17958614912798940,228,2025-03-14 11:38:59
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17958614912798940,1,2025-03-14 11:38:59
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,17958614912798940,69,2025-03-14 11:38:59
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",17958614912798940,3572,2025-03-14 11:38:59
saved,lifetime,Saved,The number of saves of your post.,17958614912798940,15,2025-03-14 11:38:59
shares,lifetime,Shares,The number of shares of your post.,17958614912798940,11,2025-03-14 11:38:59
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17958614912798940,264,2025-03-14 11:38:59
views,lifetime,Views,The number of times your post was played or displayed.,17958614912798940,4608,2025-03-14 11:38:59
comments,lifetime,Comments,The number of comments on your post.,18021780719291003,19,2025-03-14 11:38:59
follows,lifetime,Follows,This is how many accounts started following you.,18021780719291003,27,2025-03-14 11:38:59
likes,lifetime,Likes,The number of likes on your post.,18021780719291003,749,2025-03-14 11:38:59
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18021780719291003,4,2025-03-14 11:38:59
profile_visits,lifetime,Profile visits,The number of times your profile was visited.,18021780719291003,410,2025-03-14 11:38:59
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this carousel container, at least once. Reach is different from impressions, which may include multiple views of your carousel container by the same accounts. This metric is estimated.",18021780719291003,12591,2025-03-14 11:38:59
saved,lifetime,Saved,The number of saves of your post.,18021780719291003,87,2025-03-14 11:38:59
shares,lifetime,Shares,The number of shares of your post.,18021780719291003,25,2025-03-14 11:38:59
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18021780719291003,880,2025-03-14 11:38:59
views,lifetime,Views,The number of times your post was played or displayed.,18021780719291003,15157,2025-03-14 11:38:59
comments,lifetime,Comments,The number of comments on your post.,18094104619434411,3,2025-03-14 11:38:59
follows,lifetime,Follows,This is how many accounts started following you.,18094104619434411,8,2025-03-14 11:38:59
likes,lifetime,Likes,The number of likes on your post.,18094104619434411,330,2025-03-14 11:38:59
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18094104619434411,1,2025-03-14 11:38:59
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18094104619434411,138,2025-03-14 11:38:59
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18094104619434411,4924,2025-03-14 11:38:59
saved,lifetime,Saved,The number of saves of your post.,18094104619434411,12,2025-03-14 11:38:59
shares,lifetime,Shares,The number of shares of your post.,18094104619434411,9,2025-03-14 11:38:59
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18094104619434411,354,2025-03-14 11:38:59
views,lifetime,Views,The number of times your post was played or displayed.,18094104619434411,5533,2025-03-14 11:38:59
comments,lifetime,Comments,The number of comments on your post.,17993347049704344,8,2025-03-14 11:39:00
follows,lifetime,Follows,This is how many accounts started following you.,17993347049704344,20,2025-03-14 11:39:00
likes,lifetime,Likes,The number of likes on your post.,17993347049704344,446,2025-03-14 11:39:00
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",17993347049704344,0,2025-03-14 11:39:00
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,17993347049704344,258,2025-03-14 11:39:00
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",17993347049704344,6581,2025-03-14 11:39:00
saved,lifetime,Saved,The number of saves of your post.,17993347049704344,29,2025-03-14 11:39:00
shares,lifetime,Shares,The number of shares of your post.,17993347049704344,16,2025-03-14 11:39:00
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",17993347049704344,499,2025-03-14 11:39:00
views,lifetime,Views,The number of times your post was played or displayed.,17993347049704344,7464,2025-03-14 11:39:00
comments,lifetime,Comments,The number of comments on your post.,18042033356317888,13,2025-03-14 11:39:00
follows,lifetime,Follows,This is how many accounts started following you.,18042033356317888,16,2025-03-14 11:39:00
likes,lifetime,Likes,The number of likes on your post.,18042033356317888,523,2025-03-14 11:39:00
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18042033356317888,2,2025-03-14 11:39:00
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18042033356317888,241,2025-03-14 11:39:00
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18042033356317888,6301,2025-03-14 11:39:00
saved,lifetime,Saved,The number of saves of your post.,18042033356317888,27,2025-03-14 11:39:00
shares,lifetime,Shares,The number of shares of your post.,18042033356317888,9,2025-03-14 11:39:00
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18042033356317888,572,2025-03-14 11:39:00
views,lifetime,Views,The number of times your post was played or displayed.,18042033356317888,7474,2025-03-14 11:39:00
comments,lifetime,Comments,The number of comments on your post.,18045509107990372,25,2025-03-14 11:39:00
follows,lifetime,Follows,This is how many accounts started following you.,18045509107990372,40,2025-03-14 11:39:00
likes,lifetime,Likes,The number of likes on your post.,18045509107990372,1825,2025-03-14 11:39:00
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18045509107990372,2,2025-03-14 11:39:00
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18045509107990372,720,2025-03-14 11:39:00
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18045509107990372,38365,2025-03-14 11:39:00
saved,lifetime,Saved,The number of saves of your post.,18045509107990372,171,2025-03-14 11:39:00
shares,lifetime,Shares,The number of shares of your post.,18045509107990372,60,2025-03-14 11:39:00
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18045509107990372,2081,2025-03-14 11:39:00
views,lifetime,Views,The number of times your post was played or displayed.,18045509107990372,42331,2025-03-14 11:39:00
comments,lifetime,Comments,The number of comments on your post.,18369432643111176,17,2025-03-14 11:39:01
follows,lifetime,Follows,This is how many accounts started following you.,18369432643111176,22,2025-03-14 11:39:01
likes,lifetime,Likes,The number of likes on your post.,18369432643111176,825,2025-03-14 11:39:01
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18369432643111176,1,2025-03-14 11:39:01
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18369432643111176,472,2025-03-14 11:39:01
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18369432643111176,10942,2025-03-14 11:39:01
saved,lifetime,Saved,The number of saves of your post.,18369432643111176,47,2025-03-14 11:39:01
shares,lifetime,Shares,The number of shares of your post.,18369432643111176,20,2025-03-14 11:39:01
total_interactions,lifetime,Post interactions,"The number of likes, saves, comments and shares on your post minus the number of unlikes, unsaves and deleted comments.",18369432643111176,909,2025-03-14 11:39:01
views,lifetime,Views,The number of times your post was played or displayed.,18369432643111176,12581,2025-03-14 11:39:01
comments,lifetime,Comments,The number of comments on your post.,18001667618673220,8,2025-03-14 11:39:01
follows,lifetime,Follows,This is how many accounts started following you.,18001667618673220,8,2025-03-14 11:39:01
likes,lifetime,Likes,The number of likes on your post.,18001667618673220,389,2025-03-14 11:39:01
profile_activity,lifetime,Profile activity,"[IG Insights] This header is the name of a metric that appears on an educational info sheet for a particular post, story, video or promotion. This metric is the sum of all profile actions people take when they engage with this content.",18001667618673220,1,2025-03-14 11:39:01
profile_visits,lifetime,Profile Visits,The number of times your profile was visited.,18001667618673220,145,2025-03-14 11:39:01
reach,lifetime,Accounts reached,"The number of unique accounts that have seen this post, at least once. Reach is different from impressions, which may include multiple views of your post by the same accounts. This metric is estimated.",18001667618673220,5161,2025-03-14 11:39:01
saved,lifetime,Saved,The number of saves of your post.,18001667618673220,27,2025-03-14 11:39:01
shares,lifetime,Shares,The number of shares of your post.,18001667618673220,10,2025-03-14 11:39:01
