category,age,gender,value,extraction_datetime,extraction_date,extraction_year,extraction_month,extraction_day,extraction_time
follower_demographics,65+,F,15,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,13-17,M,43,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,18-24,M,339,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,25-34,M,388,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,35-44,M,141,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,45-54,M,61,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,55-64,M,20,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,65+,M,14,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,13-17,U,32,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,18-24,U,309,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,25-34,U,246,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,35-44,U,79,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,45-54,U,29,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,55-64,U,7,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
follower_demographics,65+,U,7,2025-04-01 16:52:19.498255,2025-04-01,2025,April,1,16:52:19
engaged_audience_demographics,13-17,F,37,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,18-24,F,461,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,25-34,F,304,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,35-44,F,74,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,45-54,F,24,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,55-64,F,6,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,65+,F,8,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,13-17,M,19,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,18-24,M,219,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,25-34,M,161,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,35-44,M,39,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,45-54,M,8,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,55-64,M,6,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,65+,M,3,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,13-17,U,33,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,18-24,U,258,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,25-34,U,125,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,35-44,U,31,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,45-54,U,2,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,55-64,U,1,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,65+,U,2,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,13-17,F,383,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,18-24,F,3511,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,25-34,F,3074,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,35-44,F,1070,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,45-54,F,461,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,55-64,F,130,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,65+,F,105,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,13-17,M,179,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,18-24,M,1824,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,25-34,M,1245,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,35-44,M,321,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,45-54,M,90,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,55-64,M,36,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,65+,M,40,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,13-17,U,333,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,18-24,U,2567,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,25-34,U,1291,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,35-44,U,369,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,45-54,U,130,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,55-64,U,63,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
reached_audience_demographics,65+,U,41,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,13-17,F,20,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,18-24,F,351,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,25-34,F,442,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,35-44,F,158,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,45-54,F,64,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,55-64,F,18,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,65+,F,15,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,13-17,M,43,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,18-24,M,339,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,25-34,M,388,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,35-44,M,140,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,45-54,M,61,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,55-64,M,20,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,65+,M,14,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,13-17,U,32,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,18-24,U,310,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,25-34,U,246,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,35-44,U,79,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,45-54,U,29,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,55-64,U,7,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
follower_demographics,65+,U,7,2025-04-02 16:52:40.470796,2025-04-02,2025,April,2,16:52:40
engaged_audience_demographics,13-17,F,36,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,18-24,F,524,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,25-34,F,327,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,35-44,F,81,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,45-54,F,26,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,55-64,F,5,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,65+,F,7,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,13-17,M,15,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,18-24,M,237,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,25-34,M,180,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,35-44,M,39,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,45-54,M,11,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,55-64,M,7,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,65+,M,3,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,13-17,U,30,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,18-24,U,282,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,25-34,U,128,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,35-44,U,27,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,45-54,U,4,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,55-64,U,2,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,65+,U,2,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,13-17,F,356,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,18-24,F,3831,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,25-34,F,3431,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,35-44,F,1138,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,45-54,F,475,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,55-64,F,138,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,65+,F,106,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,13-17,M,168,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,18-24,M,2007,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,25-34,M,1400,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,35-44,M,342,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,45-54,M,102,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,55-64,M,39,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,65+,M,45,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,13-17,U,303,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,18-24,U,2618,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,25-34,U,1416,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,35-44,U,365,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,45-54,U,140,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,55-64,U,61,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
reached_audience_demographics,65+,U,44,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,13-17,F,20,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,18-24,F,354,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,25-34,F,442,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,35-44,F,160,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,45-54,F,65,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,55-64,F,18,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,65+,F,15,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,13-17,M,43,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,18-24,M,336,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,25-34,M,388,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,35-44,M,140,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,45-54,M,61,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,55-64,M,20,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,65+,M,14,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,13-17,U,32,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,18-24,U,312,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,25-34,U,247,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,35-44,U,79,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,45-54,U,29,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,55-64,U,7,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
follower_demographics,65+,U,7,2025-04-03 16:53:02.054397,2025-04-03,2025,April,3,16:53:02
engaged_audience_demographics,13-17,F,36,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,18-24,F,524,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,25-34,F,327,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,35-44,F,81,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,45-54,F,26,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,55-64,F,5,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,65+,F,7,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,13-17,M,15,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,18-24,M,237,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,25-34,M,180,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,35-44,M,39,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,45-54,M,11,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,55-64,M,7,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,65+,M,3,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,13-17,U,30,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,18-24,U,282,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,25-34,U,128,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,35-44,U,27,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,45-54,U,4,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,55-64,U,2,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,65+,U,2,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,13-17,F,356,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,18-24,F,3831,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,25-34,F,3431,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,35-44,F,1138,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,45-54,F,475,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,55-64,F,138,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,65+,F,106,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,13-17,M,168,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,18-24,M,2007,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,25-34,M,1400,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,35-44,M,342,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,45-54,M,102,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,55-64,M,39,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,65+,M,45,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,13-17,U,303,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,18-24,U,2618,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,25-34,U,1416,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,35-44,U,365,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,45-54,U,140,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,55-64,U,61,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
reached_audience_demographics,65+,U,44,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,13-17,F,20,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,18-24,F,353,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,25-34,F,441,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,35-44,F,160,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,45-54,F,65,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,55-64,F,18,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,65+,F,15,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,13-17,M,42,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,18-24,M,336,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,25-34,M,389,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,35-44,M,141,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,45-54,M,61,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,55-64,M,20,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,65+,M,14,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,13-17,U,32,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,18-24,U,311,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,25-34,U,245,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,35-44,U,79,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,45-54,U,29,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,55-64,U,7,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
follower_demographics,65+,U,7,2025-04-04 16:52:23.364583,2025-04-04,2025,April,4,16:52:23
engaged_audience_demographics,13-17,F,36,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,18-24,F,524,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,25-34,F,327,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,35-44,F,81,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,45-54,F,26,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,55-64,F,5,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,65+,F,7,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
engaged_audience_demographics,13-17,M,15,2025-04-07 00:50:30.473830,2025-04-07,2025,April,7,00:50:30
